scientific_name,longitude,latitude,checklist_id,country,observer_id,sampling_event_identifier,observation_count,state_code,locality_id,protocol_type,observation_date,year,month,time_observations_started,duration_minutes,effort_distance_km,number_observers
Turdus amaurochalinus,-44.735583,-22.4395581,S48170593,Brazil,obs622695,S48170593,1,BR-SP,L7875259,Stationary,21-08-18,2018,8,7.333333333,30,0,1
Turdus amaurochalinus,-64.9316552,-24.2777793,S48175233,Argentina,obs635326,S48175233,6,AR-Y,L7875948,Traveling,20-08-18,2018,8,12.21666667,232,2.05,2
Turdus amaurochalinus,-64.2542361,-31.3706731,S48251194,Argentina,obs111915,S48251194,2,AR-X,L7882053,Stationary,02-09-18,2018,9,11,25,0,2
Turdus amaurochalinus,-46.977002,-22.863239,S49780436,Brazil,obs1149530,S49780436,1,BR-SP,L7882104,Traveling,21-10-18,2018,10,8,5,3,1
Turdus amaurochalinus,-48.5685972,-22.7458278,S48263364,Brazil,obs664886,S48263364,2,BR-SP,L7889425,Traveling,31-08-18,2018,8,6.5,150,1,1
Turdus amaurochalinus,-46.677471,-23.4668798,S48277711,Brazil,obs975931,S48277711,2,BR-SP,L7891457,Traveling,03-09-18,2018,9,15.5,70,4.828,2
Turdus amaurochalinus,-68.927162,-33.118997,S48301036,Argentina,obs488936,S48301036,1,AR-M,L7895449,Stationary,04-09-18,2018,9,8.333333333,75,0,1
Turdus amaurochalinus,-57.5589758,-25.2884872,S48314761,Paraguay,obs101311,S48314761,2,PY-ASU,L7897531,Traveling,15-08-18,2018,8,13.25,105,1.609,2
Turdus amaurochalinus,-57.5418827,-25.3273438,S48323576,Paraguay,obs430326,S48323576,2,PY-11,L7898856,Stationary,06-09-18,2018,9,7.85,19,0,1
Turdus amaurochalinus,-46.7845132,-23.5688122,S48943392,Brazil,obs973747,S48943392,2,BR-SP,L7899227,Traveling,05-10-18,2018,10,6.733333333,218,2.5,1
Turdus amaurochalinus,-65.0091667,-31.7363889,S48341114,Argentina,obs111915,S48341114,2,AR-X,L7901300,Traveling,05-09-18,2018,9,9.583333333,20,1,1
Turdus amaurochalinus,-65.25,-31.3263889,S48341446,Argentina,obs111915,S48341446,2,AR-X,L7901344,Traveling,06-09-18,2018,9,7.166666667,120,2,1
Turdus amaurochalinus,-64.3217122,-31.2249356,S48352742,Argentina,obs111915,S48352742,4,AR-X,L7903213,Stationary,07-09-18,2018,9,12.83333333,45,0,1
Turdus amaurochalinus,-46.0014583,-23.48472,S48361950,Brazil,obs640772,S48361950,1,BR-SP,L7904794,Traveling,08-09-18,2018,9,6.916666667,171,1.54,2
Turdus amaurochalinus,-45.4053738,-22.4699576,S48367001,Brazil,obs622520,S48367001,2,BR-MG,L7905614,Traveling,08-09-18,2018,9,10.55,150,0.354,1
Turdus amaurochalinus,-64.3487857,-33.1054667,S48374348,Argentina,obs896889,S48374348,1,AR-X,L7906698,Traveling,08-09-18,2018,9,17.33333333,70,1,1
Turdus amaurochalinus,-58.4091488,-34.5754095,S48378227,Argentina,obs612040,S48378227,2,AR-C,L7907181,Traveling,08-09-18,2018,9,13.68333333,67,0.3,1
Turdus amaurochalinus,-45.0690515,-23.4644024,S48392252,Brazil,obs939540,S48392252,1,BR-SP,L7909598,Stationary,09-09-18,2018,9,7,37,0,1
Turdus amaurochalinus,-46.6211052,-24.0932784,S48398414,Brazil,obs1092717,S48398414,2,BR-SP,L7910446,Traveling,09-09-18,2018,9,17.36666667,39,0.66,1
Turdus amaurochalinus,-46.0027275,-23.4859218,S48398769,Brazil,obs640772,S48398769,1,BR-SP,L7910493,Traveling,09-09-18,2018,9,17.23333333,31,0.32,3
Turdus amaurochalinus,-45.9666449,-23.4283434,S49148391,Brazil,obs640772,S49148391,2,BR-SP,L7910501,Traveling,12-10-18,2018,10,7.916666667,167,2.13,2
Turdus amaurochalinus,-64.3904718,-31.7483108,S50793069,Argentina,obs111915,S50793069,4,AR-X,L7912556,Stationary,16-12-18,2018,12,6.166666667,25,0,1
Turdus amaurochalinus,-46.79214,-23.79477,S48426992,Brazil,obs644566,S48426992,1,BR-SP,L7914618,Traveling,10-09-18,2018,9,11.2,120,3,1
Turdus amaurochalinus,-56.1156766,-34.8946024,S49268549,Uruguay,obs643964,S49268549,2,UY-MO,L7914903,Stationary,17-10-18,2018,10,14.96666667,40,0,1
Turdus amaurochalinus,-64.3010861,-31.2988889,S48433784,Argentina,obs111915,S48433784,1,AR-X,L7915573,Stationary,11-09-18,2018,9,10,5,0,1
Turdus amaurochalinus,-63.6617506,-19.8040247,S48443909,Bolivia,obs1024624,S48443909,2,BO-S,L7916842,Traveling,08-09-18,2018,9,6.333333333,180,3.5,2
Turdus amaurochalinus,-43.9375521,-22.6954311,S48444113,Brazil,obs546605,S48444113,1,BR-RJ,L7916973,Traveling,02-09-18,2018,9,7.133333333,43,0.52,6
Turdus amaurochalinus,-57.3021439,-25.3625647,S49248954,Paraguay,obs434014,S49248954,1,PY-11,L7917835,Traveling,16-10-18,2018,10,15,120,4,1
Turdus amaurochalinus,-57.5818412,-25.4100929,S48865439,Paraguay,obs911128,S48865439,,PY-11,L7917924,Traveling,01-10-18,2018,10,8.5,120,1.609,1
Turdus amaurochalinus,-46.9817733,-22.6695121,S48471370,Brazil,obs853065,S48471370,1,BR-SP,L7920987,Traveling,12-09-18,2018,9,8,60,2,3
Turdus amaurochalinus,-45.3327663,-22.4626024,S48472241,Brazil,obs622520,S48472241,1,BR-MG,L7921160,Stationary,13-09-18,2018,9,8.4,30,0,1
Turdus amaurochalinus,-63.0903567,-17.6803883,S48523096,Bolivia,obs422344,S48523096,2,BO-S,L7928497,Traveling,15-09-18,2018,9,10.76666667,179,4.34,1
Turdus amaurochalinus,-60.6246741,-32.1020702,S48530911,Argentina,obs414006,S48530911,2,AR-E,L7929704,Traveling,15-09-18,2018,9,17.28333333,66,1.31,1
Turdus amaurochalinus,-49.2699654,-25.4080096,S48550316,Brazil,obs623744,S48550316,,BR-PR,L7932839,Traveling,16-09-18,2018,9,16.3,23,1.1,3
Turdus amaurochalinus,-60.6072024,-31.8479696,S48552814,Argentina,obs176749,S48552814,1,AR-E,L7933272,Stationary,16-09-18,2018,9,15.23333333,184,0,1
Turdus amaurochalinus,-68.8424177,-32.8746064,S48555139,Argentina,obs457001,S48555139,3,AR-M,L7933576,Stationary,16-09-18,2018,9,17,60,0,1
Turdus amaurochalinus,-64.3215979,-31.2249864,S48556229,Argentina,obs742385,S48556229,1,AR-X,L7933719,Stationary,16-09-18,2018,9,16,120,0,5
Turdus amaurochalinus,-58.2109805,-32.4580672,S48566313,Argentina,obs754997,S48566313,,AR-E,L7935271,Traveling,16-09-18,2018,9,16,120,2,6
Turdus amaurochalinus,-47.1574422,-24.0096094,S50577725,Brazil,obs610497,S50577725,1,BR-SP,L7936874,Traveling,09-12-18,2018,12,9.8,250,1.03,3
Turdus amaurochalinus,-45.2315754,-22.8384687,S48587965,Brazil,obs923776,S48587965,1,BR-SP,L7938068,Traveling,18-09-18,2018,9,7.25,105,2.317,2
Turdus amaurochalinus,-58.1763315,-34.0274314,S48591732,Uruguay,obs801247,S48591732,2,UY-CO,L7938534,Traveling,16-09-18,2018,9,15.75,90,1,2
Turdus amaurochalinus,-44.1929136,-22.7854828,S48593148,Brazil,obs692284,S48593148,3,BR-RJ,L7938656,Traveling,12-09-18,2018,9,9.5,180,1,4
Turdus amaurochalinus,-44.1988243,-22.83129,S48593676,Brazil,obs692284,S48593676,1,BR-RJ,L7938746,Stationary,14-09-18,2018,9,12.25,90,0,2
Turdus amaurochalinus,-65.4115124,-32.3264007,S48597194,Argentina,obs918031,S48597194,3,AR-D,L7939323,Traveling,18-09-18,2018,9,18.78333333,80,5,2
Turdus amaurochalinus,-65.4107714,-24.7612424,S49335428,Argentina,obs228451,S49335428,1,AR-A,L7939915,Stationary,21-10-18,2018,10,8.883333333,4,0,1
Turdus amaurochalinus,-60.5131352,-32.2239953,S48611863,Argentina,obs176749,S48611863,8,AR-E,L7941222,Traveling,19-09-18,2018,9,8.4,240,5,1
Turdus amaurochalinus,-46.798474,-23.5856108,S50509785,Brazil,obs610771,S50509785,1,BR-SP,L7941886,Traveling,05-12-18,2018,12,11.33333333,120,5,1
Turdus amaurochalinus,-58.0063487,-31.3026614,S48618077,Argentina,obs662974,S48618077,6,AR-E,L7941939,Traveling,19-09-18,2018,9,17.63333333,68,1.41,2
Turdus amaurochalinus,-55.6630202,-26.6353255,S48634008,Paraguay,obs88741,S48634008,4,PY-7,L7944131,Traveling,11-09-18,2018,9,14.5,35,0.5,1
Turdus amaurochalinus,-64.3054617,-33.1091517,S49450615,Argentina,obs1160106,S49450615,2,AR-X,L7945782,Traveling,05-10-18,2018,10,19,80,3,2
Turdus amaurochalinus,-47.898749,-22.004129,S48717042,Brazil,obs1024831,S48717042,2,BR-SP,L7946589,Traveling,24-09-18,2018,9,12.56666667,16,0.96,1
Turdus amaurochalinus,-44.0854635,-19.9181927,S48668847,Brazil,obs620801,S48668847,,BR-MG,L7949507,Stationary,22-09-18,2018,9,12.9,180,0,1
Turdus amaurochalinus,-64.4561349,-31.1255931,S48673889,Argentina,obs111915,S48673889,2,AR-X,L7950073,Stationary,22-09-18,2018,9,15.75,10,0,1
Turdus amaurochalinus,-47.8933182,-21.9283873,S48673150,Brazil,obs743744,S48673150,3,BR-SP,L7950168,Traveling,22-09-18,2018,9,15.18333333,29,0.515,1
Turdus amaurochalinus,-45.145942,-23.33649,S48674495,Brazil,obs24515,S48674495,1,BR-SP,L7950373,Stationary,22-09-18,2018,9,7.95,69,0,8
Turdus amaurochalinus,-45.143232,-23.327599,S48674527,Brazil,obs24515,S48674527,1,BR-SP,L7950375,Stationary,22-09-18,2018,9,9.2,14,0,8
Turdus amaurochalinus,-45.1459595,-23.3365037,S48677212,Brazil,obs227469,S48677212,1,BR-SP,L7950763,Traveling,22-09-18,2018,9,7.933333333,62,0.322,8
Turdus amaurochalinus,-45.1434074,-23.327477,S48677226,Brazil,obs227469,S48677226,1,BR-SP,L7950765,Stationary,22-09-18,2018,9,9.166666667,14,0,8
Turdus amaurochalinus,-58.2423261,-32.9795751,S48941857,Argentina,obs786464,S48941857,,AR-E,L7952562,Traveling,05-10-18,2018,10,8.083333333,23,0.274,1
Turdus amaurochalinus,-54.5799601,-20.4470595,S48692880,Brazil,obs517096,S48692880,1,BR-MS,L7952930,Traveling,23-09-18,2018,9,7,120,1,10
Turdus amaurochalinus,-63.8573609,-22.5916239,S48719050,Argentina,obs946604,S48719050,,AR-A,L7955819,Traveling,22-09-18,2018,9,7,180,3,4
Turdus amaurochalinus,-58.1029258,-34.8281903,S48718361,Argentina,obs855510,S48718361,2,AR-B,L7956444,Traveling,23-09-18,2018,9,9,270,3.5,7
Turdus amaurochalinus,-64.3060396,-31.3143951,S48734573,Argentina,obs111915,S48734573,2,AR-X,L7958725,Stationary,25-09-18,2018,9,9.666666667,3,0,1
Turdus amaurochalinus,-47.0864553,-23.6432156,S48792270,Brazil,obs723743,S48792270,1,BR-SP,L7959444,Traveling,27-09-18,2018,9,9.95,165,3.41,2
Turdus amaurochalinus,-53.912415,-27.2478687,S48744126,Brazil,obs849994,S48744126,1,BR-RS,L7959761,Traveling,20-09-18,2018,9,15,180,1,2
Turdus amaurochalinus,-60.797601,-31.7147843,S48744757,Argentina,obs971184,S48744757,1,AR-S,L7959950,Traveling,22-09-18,2018,9,9,120,3,2
Turdus amaurochalinus,-56.5551922,-32.8129904,S48747079,Uruguay,obs643957,S48747079,1,UY-TA,L7960181,Traveling,25-09-18,2018,9,9.75,150,0.8,2
Turdus amaurochalinus,-47.0894024,-23.6490187,S48756859,Brazil,obs723743,S48756859,1,BR-SP,L7961640,Traveling,26-09-18,2018,9,10.56666667,96,3.38,2
Turdus amaurochalinus,-57.620386,-25.284949,S48757730,Paraguay,obs632469,S48757730,1,PY-ASU,L7961736,Stationary,17-09-18,2018,9,16.61666667,13,0,1
Turdus amaurochalinus,-50.35,-29.436,S49783214,Brazil,obs758808,S49783214,2,BR-RS,L7962361,Traveling,05-11-18,2018,11,9.583333333,31,1.867,2
Turdus amaurochalinus,-41.04563,-20.4193294,S48777501,Brazil,obs818604,S48777501,1,BR-ES,L7964371,Stationary,22-09-18,2018,9,9.3,120,0,1
Turdus amaurochalinus,-46.7183907,-23.5653101,S48792600,Brazil,obs846552,S48792600,1,BR-SP,L7966420,Traveling,26-09-18,2018,9,9.3,125,4.667,1
Turdus amaurochalinus,-49.2963944,-20.8417293,S48793705,Brazil,obs501068,S48793705,1,BR-SP,L7966565,Stationary,28-09-18,2018,9,7.666666667,11,0,2
Turdus amaurochalinus,-51.151483,-23.372507,S48795234,Brazil,obs541254,S48795234,1,BR-PR,L7966809,Stationary,28-09-18,2018,9,12,20,0,1
Turdus amaurochalinus,-64.3157429,-31.2638481,S48801225,Argentina,obs111915,S48801225,3,AR-X,L7967658,Stationary,28-09-18,2018,9,17.33333333,15,0,1
Turdus amaurochalinus,-57.8825956,-28.3928221,S49406882,Argentina,obs841924,S49406882,,AR-W,L7967853,Traveling,23-10-18,2018,10,18.53333333,77,3.299,2
Turdus amaurochalinus,-64.2492695,-31.3845566,S48829378,Argentina,obs532197,S48829378,1,AR-X,L7972113,Stationary,29-09-18,2018,9,15,30,0,1
Turdus amaurochalinus,-53.7516637,-29.6034845,S48833635,Brazil,obs516386,S48833635,1,BR-RS,L7973020,Traveling,29-09-18,2018,9,9,170,2.897,4
Turdus amaurochalinus,-58.1532539,-34.7774383,S48833867,Argentina,obs1150620,S48833867,1,AR-B,L7973046,Traveling,16-09-18,2018,9,17,120,1,2
Turdus amaurochalinus,-58.1745024,-34.788177,S48834058,Argentina,obs1150620,S48834058,2,AR-B,L7973084,Traveling,16-09-18,2018,9,17,120,1,2
Turdus amaurochalinus,-54.5486545,-25.6553005,S48864990,Argentina,obs926785,S48864990,1,AR-N,L7977833,Traveling,01-10-18,2018,10,9.383333333,48,0.98,1
Turdus amaurochalinus,-69.0209309,-33.0383796,S48882228,Argentina,obs495957,S48882228,5,AR-M,L7980358,Stationary,20-08-18,2018,8,12.28333333,40,0,3
Turdus amaurochalinus,-46.3562746,-23.2001536,S48885973,Brazil,obs1164422,S48885973,,BR-SP,L7981144,Traveling,02-10-18,2018,10,7.066666667,30,1.01,1
Turdus amaurochalinus,-65.5408242,-24.8559698,S48888737,Argentina,obs851247,S48888737,2,AR-A,L7981236,Traveling,23-09-18,2018,9,7,240,4.828,1
Turdus amaurochalinus,-48.250775,-21.8938088,S49011188,Brazil,obs1024831,S49011188,1,BR-SP,L7981469,Traveling,06-10-18,2018,10,15.6,50,0.29,1
Turdus amaurochalinus,-58.1661262,-32.4001403,S48896198,Uruguay,obs665454,S48896198,1,UY-PA,L7982377,Traveling,30-09-18,2018,9,9.5,75,1,2
Turdus amaurochalinus,-46.3559992,-23.2001691,S48903938,Brazil,obs1164422,S48903938,,BR-SP,L7983717,Traveling,03-10-18,2018,10,6.85,70,1.13,1
Turdus amaurochalinus,-56.7310697,-16.5331856,S48904099,Brazil,obs623971,S48904099,1,BR-MT,L7983729,Traveling,03-10-18,2018,10,6.533333333,28,2.91,1
Turdus amaurochalinus,-68.8724733,-33.0071262,S49752135,Argentina,obs921739,S49752135,4,AR-M,L7983847,Traveling,08-11-18,2018,11,8.866666667,62,0.805,2
Turdus amaurochalinus,-60.5313112,-31.8443415,S48925984,Argentina,obs176749,S48925984,12,AR-E,L7984698,Traveling,04-10-18,2018,10,7,190,2,2
Turdus amaurochalinus,-58.3222238,-33.1372198,S48945500,Uruguay,obs969253,S48945500,1,UY-RN,L7989780,Traveling,04-10-18,2018,10,7.5,165,4,1
Turdus amaurochalinus,-64.4541414,-31.3199781,S48957296,Argentina,obs428902,S48957296,1,AR-X,L7991527,Traveling,05-10-18,2018,10,17.53333333,25,0.3,1
Turdus amaurochalinus,-56.0308621,-15.4409717,S48968592,Brazil,obs502956,S48968592,1,BR-MT,L7993159,Stationary,20-09-18,2018,9,14.75,45,0,4
Turdus amaurochalinus,-56.6883803,-27.5899105,S48968792,Argentina,obs455172,S48968792,1,AR-W,L7993227,Traveling,06-10-18,2018,10,5.5,49,0.579,2
Turdus amaurochalinus,-46.6887979,-22.7591364,S49213115,Brazil,obs1162029,S49213115,2,BR-SP,L7993471,Stationary,15-10-18,2018,10,14.1,24,0,1
Turdus amaurochalinus,-65.247972,-26.817173,S48970058,Argentina,obs428007,S48970058,1,AR-T,L7993506,Stationary,06-10-18,2018,10,7.866666667,21,0,2
Turdus amaurochalinus,-46.6623354,-23.5897416,S48971025,Brazil,obs1165868,S48971025,3,BR-SP,L7993685,Traveling,05-10-18,2018,10,12,120,2.3,2
Turdus amaurochalinus,-54.5654535,-20.4501806,S48976069,Brazil,obs1167782,S48976069,1,BR-MS,L7994727,Traveling,06-10-18,2018,10,8.816666667,130,1.561,4
Turdus amaurochalinus,-57.1723975,-28.53648,S48980136,Argentina,obs434269,S48980136,1,AR-W,L7995593,Traveling,06-10-18,2018,10,9.316666667,140,3.39,9
Turdus amaurochalinus,-57.1960476,-28.5464503,S48980115,Argentina,obs434269,S48980115,1,AR-W,L7995599,Traveling,06-10-18,2018,10,11.9,66,1.18,9
Turdus amaurochalinus,-54.4466298,-25.681085,S48983030,Argentina,obs897670,S48983030,1,AR-N,L7996115,Traveling,06-10-18,2018,10,7.75,79,2.799,1
Turdus amaurochalinus,-51.1644331,-23.3411878,S48983739,Brazil,obs625595,S48983739,3,BR-PR,L7996257,Stationary,06-10-18,2018,10,15,10,0,3
Turdus amaurochalinus,-63.1694651,-17.7801936,S48987775,Bolivia,obs1138944,S48987775,2,BO-S,L7997082,Traveling,06-10-18,2018,10,14.05,107,1.094,1
Turdus amaurochalinus,-46.9008544,-23.2528098,S48991522,Brazil,obs648310,S48991522,2,BR-SP,L7997799,Traveling,06-10-18,2018,10,6.033333333,6,1.67,4
Turdus amaurochalinus,-54.5710887,-25.6383584,S48993963,Argentina,obs926785,S48993963,2,AR-N,L7998240,Traveling,06-10-18,2018,10,11.06666667,192,1.53,1
Turdus amaurochalinus,-58.5352842,-34.4843904,S48995084,Argentina,obs1158088,S48995084,2,AR-B,L7998447,Stationary,06-10-18,2018,10,19.58333333,13,0,2
Turdus amaurochalinus,-58.7929047,-34.339399,S48995570,Argentina,obs643015,S48995570,1,AR-B,L7998526,Stationary,06-10-18,2018,10,16.91666667,20,0,1
Turdus amaurochalinus,-54.1688033,-25.8576852,S49000502,Argentina,obs1159315,S49000502,,AR-N,L7999351,Traveling,06-10-18,2018,10,5.816666667,13,4.02,3
Turdus amaurochalinus,-54.5404827,-25.617476,S49001963,Argentina,obs980220,S49001963,1,AR-N,L7999594,Traveling,06-10-18,2018,10,7,240,0.805,3
Turdus amaurochalinus,-68.0165308,-16.6685838,S49002289,Bolivia,obs911797,S49002289,1,BO-L,L7999666,Traveling,06-10-18,2018,10,11,90,1.609,4
Turdus amaurochalinus,-58.4173536,-34.5825476,S49003757,Argentina,obs888771,S49003757,2,AR-C,L7999884,Traveling,06-10-18,2018,10,13,120,0.7,2
Turdus amaurochalinus,-54.6597347,-20.5226277,S49009636,Brazil,obs597961,S49009636,1,BR-MS,L8000917,Stationary,06-10-18,2018,10,4.8,55,0,2
Turdus amaurochalinus,-43.147822,-22.091638,S49021582,Brazil,obs760183,S49021582,1,BR-RJ,L8002713,Traveling,06-10-18,2018,10,14,240,3,2
Turdus amaurochalinus,-58.12404,-32.2364103,S49023950,Argentina,obs1168870,S49023950,4,AR-E,L8003211,Traveling,06-10-18,2018,10,8.166666667,200,3,5
Turdus amaurochalinus,-57.9671709,-34.9330508,S49030945,Argentina,obs698646,S49030945,,AR-B,L8004306,Traveling,06-10-18,2018,10,11,30,2,1
Turdus amaurochalinus,-54.54,-25.617,S49032723,Argentina,obs605950,S49032723,1,AR-N,L8004540,Traveling,06-10-18,2018,10,7,240,1,6
Turdus amaurochalinus,-48.4803382,-22.787871,S49034820,Brazil,obs617463,S49034820,1,BR-SP,L8004824,Stationary,06-10-18,2018,10,11.58333333,22,0,3
Turdus amaurochalinus,-63.2989486,-17.384869,S49059927,Bolivia,obs422344,S49059927,7,BO-S,L8011622,Traveling,06-10-18,2018,10,11.38333333,115,3.2,3
Turdus amaurochalinus,-58.4371121,-34.7847487,S49248994,Argentina,obs530788,S49248994,2,AR-B,L8013116,Traveling,16-10-18,2018,10,16.5,112,1.35,1
Turdus amaurochalinus,-54.4523577,-25.6756582,S49073035,Argentina,obs897670,S49073035,1,AR-N,L8013526,Traveling,09-10-18,2018,10,7.866666667,128,3.83,1
Turdus amaurochalinus,-64.1802192,-31.4289378,S49081185,Argentina,obs750232,S49081185,1,AR-X,L8014682,Traveling,09-10-18,2018,10,10,270,1,1
Turdus amaurochalinus,-63.8747557,-18.1742398,S49089119,Bolivia,obs1087396,S49089119,2,BO-S,L8015765,Traveling,06-10-18,2018,10,5.666666667,160,4,3
Turdus amaurochalinus,-47.0242943,-23.0219117,S49322185,Brazil,obs648310,S49322185,1,BR-SP,L8018119,Traveling,20-10-18,2018,10,15.16666667,8,3.32,1
Turdus amaurochalinus,-64.270925,-31.335092,S49155833,Argentina,obs1096007,S49155833,1,AR-X,L8018875,Stationary,30-09-18,2018,9,8,120,0,1
Turdus amaurochalinus,-57.5520465,-25.5012839,S49116283,Paraguay,obs911128,S49116283,2,PY-11,L8020449,Traveling,10-10-18,2018,10,2.25,60,1.287,1
Turdus amaurochalinus,-69.4734629,-31.6464671,S49119437,Argentina,obs1108514,S49119437,1,AR-J,L8020848,Traveling,07-10-18,2018,10,11,180,4.75,2
Turdus amaurochalinus,-41.0717185,-20.2465209,S49121851,Brazil,obs499587,S49121851,1,BR-ES,L8021121,Traveling,11-10-18,2018,10,15.15,45,0.32,1
Turdus amaurochalinus,-59.5166728,-33.8020494,S49199558,Argentina,obs1170915,S49199558,1,AR-B,L8021727,Stationary,14-10-18,2018,10,21,150,0,4
Turdus amaurochalinus,-54.4482774,-25.7150406,S49126545,Argentina,obs1159315,S49126545,,AR-N,L8021794,Traveling,11-10-18,2018,10,11,240,4.5,2
Turdus amaurochalinus,-68.1285475,-16.4903368,S49126788,Bolivia,obs1087396,S49126788,1,BO-L,L8021802,Traveling,31-08-18,2018,8,7,180,4,1
Turdus amaurochalinus,-45.4637929,-22.7722682,S49142659,Brazil,obs789612,S49142659,1,BR-SP,L8024576,Traveling,12-10-18,2018,10,14.41666667,180,5,2
Turdus amaurochalinus,-48.0014975,-23.8781344,S49157829,Brazil,obs840144,S49157829,2,BR-SP,L8026560,Traveling,13-10-18,2018,10,7,120,3,1
Turdus amaurochalinus,-51.1087887,-29.8075323,S49162371,Brazil,obs770720,S49162371,2,BR-RS,L8027254,Traveling,12-10-18,2018,10,9.5,120,2,2
Turdus amaurochalinus,-58.1730786,-32.1788187,S49180155,Argentina,obs774894,S49180155,15,AR-E,L8028065,Traveling,14-10-18,2018,10,7.2,111,1.42,1
Turdus amaurochalinus,-64.2682224,-31.3559824,S49171927,Argentina,obs1165651,S49171927,6,AR-X,L8028439,Traveling,13-10-18,2018,10,8.166666667,240,5,2
Turdus amaurochalinus,-58.560003,-27.315698,S49232653,Argentina,obs920188,S49232653,1,AR-W,L8029915,Traveling,15-10-18,2018,10,8,40,0.5,1
Turdus amaurochalinus,-61.7688456,-26.1887685,S49185141,Argentina,obs820430,S49185141,2,AR-G,L8030596,Traveling,22-09-18,2018,9,16,120,4,3
Turdus amaurochalinus,-64.4677751,-31.0427983,S49185058,Argentina,obs428902,S49185058,6,AR-X,L8030611,Traveling,14-10-18,2018,10,10.08333333,70,0.6,1
Turdus amaurochalinus,-58.481617,-34.594469,S49835407,Argentina,obs973871,S49835407,5,AR-C,L8031131,Traveling,10-11-18,2018,11,13.5,180,1,2
Turdus amaurochalinus,-52.4125169,-26.2653224,S49191842,Brazil,obs499438,S49191842,1,BR-PR,L8031610,Traveling,14-10-18,2018,10,9,60,5,2
Turdus amaurochalinus,-64.8578926,-27.5048444,S49206847,Argentina,obs666339,S49206847,1,AR-G,L8033623,Traveling,06-10-18,2018,10,9,110,3,1
Turdus amaurochalinus,-58.9881467,-34.0582083,S49509051,Argentina,obs308886,S49509051,2,AR-B,L8033695,Traveling,28-10-18,2018,10,7.366666667,55,0.62,3
Turdus amaurochalinus,-64.529926,-30.818453,S50720236,Argentina,obs665267,S50720236,,AR-X,L8034385,Traveling,16-12-18,2018,12,14.41666667,127,2.59,1
Turdus amaurochalinus,-68.8424778,-32.8744692,S72459746,Argentina,obs1773367,S72459746,1,AR-M,L8035077,Stationary,26-11-18,2018,11,9.5,90,0,1
Turdus amaurochalinus,-45.868866,-22.66094,S49222796,Brazil,obs915548,S49222796,2,BR-MG,L8035742,Traveling,13-10-18,2018,10,7,240,5,1
Turdus amaurochalinus,-43.202516,-22.897296,S49223463,Brazil,obs548615,S49223463,2,BR-RJ,L8035950,Stationary,15-10-18,2018,10,22.53333333,200,0,2
Turdus amaurochalinus,-47.5328594,-14.1378425,S49228930,Brazil,obs973969,S49228930,1,BR-GO,L8036760,Traveling,16-10-18,2018,10,6.783333333,87,4.136,1
Turdus amaurochalinus,-58.355568,-34.615414,S49229349,Argentina,obs920132,S49229349,1,AR-C,L8036834,Traveling,16-10-18,2018,10,9.55,52,0.45,1
Turdus amaurochalinus,-64.8864306,-27.5193393,S49230493,Argentina,obs666339,S49230493,1,AR-G,L8036932,Traveling,06-10-18,2018,10,16,135,5,1
Turdus amaurochalinus,-65.5041039,-24.7232106,S49233504,Argentina,obs1068461,S49233504,2,AR-A,L8037438,Traveling,14-10-18,2018,10,8.5,150,3,2
Turdus amaurochalinus,-44.710405,-23.218455,S49236945,Brazil,obs620802,S49236945,1,BR-RJ,L8037949,Traveling,16-10-18,2018,10,11.1,45,0.776,1
Turdus amaurochalinus,-55.174533,-34.734137,S49244912,Uruguay,obs665766,S49244912,1,UY-MA,L8038917,Stationary,16-10-18,2018,10,16,170,0,2
Turdus amaurochalinus,-44.762835,-23.212774,S49249864,Brazil,obs620802,S49249864,1,BR-RJ,L8039694,Traveling,17-10-18,2018,10,10.68333333,51,0.267,2
Turdus amaurochalinus,-48.6576928,-26.9028138,S49250030,Brazil,obs756240,S49250030,3,BR-SC,L8039725,Traveling,17-10-18,2018,10,10.9,49,2.24,1
Turdus amaurochalinus,-64.3537168,-33.0411945,S49279693,Argentina,obs428785,S49279693,5,AR-X,L8043927,Traveling,18-10-18,2018,10,16.93333333,22,1.94,1
Turdus amaurochalinus,-57.571624,-25.3024508,S49475080,Paraguay,obs834166,S49475080,2,PY-ASU,L8047257,Stationary,25-10-18,2018,10,17.58333333,25,0,1
Turdus amaurochalinus,-64.4231213,-33.1522621,S45180786,Argentina,obs428785,S45180786,2,AR-X,L8047231,Traveling,02-05-18,2018,5,15.26666667,29,3.44,1
Turdus amaurochalinus,-46.9968848,-24.3276057,S49310186,Brazil,obs657082,S49310186,1,BR-SP,L8048396,Traveling,20-10-18,2018,10,6.5,45,3.5,1
Turdus amaurochalinus,-54.5489902,-25.6559037,S49556344,Argentina,obs926785,S49556344,1,AR-N,L8051235,Traveling,27-10-18,2018,10,11.36666667,240,3.23,1
Turdus amaurochalinus,-64.46675,-23.8829593,S49329924,Argentina,obs635326,S49329924,1,AR-Y,L8051331,Traveling,13-10-18,2018,10,16.3,61,0.33,4
Turdus amaurochalinus,-46.371601,-20.233371,S49331561,Brazil,obs536027,S49331561,2,BR-MG,L8051552,Traveling,20-10-18,2018,10,16.06666667,118,1.976,7
Turdus amaurochalinus,-64.5143845,-31.7128334,S49418365,Argentina,obs1175502,S49418365,2,AR-X,L8054390,Traveling,24-10-18,2018,10,12.3,21,1.71,1
