scientific_name,longitude,latitude,checklist_id,country,observer_id,sampling_event_identifier,observation_count,state_code,locality_id,protocol_type,observation_date,year,month,time_observations_started,duration_minutes,effort_distance_km,number_observers,fid
Turdus amaurochalinus,-71.37564,-12.87021,S64328764,Peru,obs853098,S64328764,1,PE-MDD,L1004838,Traveling,07-08-08,2008,8,13.5,300,4.828,6,1
Turdus amaurochalinus,-46.9025471,-23.2563256,S62024747,Brazil,obs692284,S62024747,,BR-SP,L10247446,Stationary,04-10-08,2008,10,7,240,0,3,1
Turdus amaurochalinus,-51.7283446,-28.1976096,S100662154,Brazil,obs1166183,S100662154,,BR-RS,L10637103,Traveling,01-01-08,2008,1,9,300,2.5,1,1
Turdus amaurochalinus,-46.8288573,-22.8792235,S128160963,Brazil,obs692284,S128160963,,BR-SP,L11351596,Traveling,06-06-08,2008,6,7,240,2,2,1
Turdus amaurochalinus,-58.8841965,-34.2030489,S135744242,Argentina,obs2422700,S135744242,,AR-B,L11718398,Stationary,27-12-08,2008,12,14,240,0,6,1
Turdus amaurochalinus,-58.494966,-34.4693445,S12923447,Argentina,obs344577,S12923447,1,AR-B,L1294852,Traveling,24-09-08,2008,9,8,180,3,3,1
Turdus amaurochalinus,-64.783972,-21.939096,S9001546,Bolivia,obs282293,S9001546,,BO-T,L1298228,Traveling,12-02-08,2008,2,10,180,1.609,2,1
Turdus amaurochalinus,-57.0634969,-25.6038428,S88538606,Paraguay,obs651050,S88538606,,PY-9,L14254624,Traveling,12-08-08,2008,8,8,60,1,1,1
Turdus amaurochalinus,-57.8437042,-34.4454237,S12927023,Uruguay,obs344577,S12927023,1,UY-CO,L1929097,Traveling,28-09-08,2008,9,10,300,3,1,1
Turdus amaurochalinus,-58.0698037,-34.8600526,S22928912,Argentina,obs559056,S22928912,,AR-B,L19440545,Traveling,31-03-08,2008,3,8,195,3,1,1
Turdus amaurochalinus,-57.8553772,-35.0227833,S21381792,Argentina,obs559056,S21381792,,AR-B,L19440655,Traveling,06-12-08,2008,12,8,300,5,1,1
Turdus amaurochalinus,-57.9404032,-34.9101999,S23518634,Argentina,obs559056,S23518634,,AR-B,L19440688,Traveling,11-12-08,2008,12,15,165,3,1,1
Turdus amaurochalinus,-57.9805257,-34.9226391,S22469279,Argentina,obs559056,S22469279,,AR-B,L19506577,Traveling,26-11-08,2008,11,9,120,0.8,1,1
Turdus amaurochalinus,-57.9419676,-34.93077,S23177145,Argentina,obs559056,S23177145,,AR-B,L19506639,Traveling,25-09-08,2008,9,16,105,1,1,1
Turdus amaurochalinus,-58.2126904,-31.8629794,S17369994,Argentina,obs433235,S17369994,1,AR-E,L2445723,Traveling,29-10-08,2008,10,7.75,240,5,2,1
Turdus amaurochalinus,-57.8865,-34.8695,S15730243,Argentina,obs239338,S15730243,,AR-B,L2761537,Traveling,11-10-08,2008,10,9,300,1,10,1
Turdus amaurochalinus,-56.092,-34.8801667,S32105995,Uruguay,obs521964,S32105995,,UY-MO,L2761694,Traveling,12-10-08,2008,10,10,90,1,1,1
Turdus amaurochalinus,-57.3906898,-35.1349311,S65009160,Argentina,obs1408101,S65009160,,AR-B,L2762553,Traveling,24-12-08,2008,12,7.5,150,5,2,1
Turdus amaurochalinus,-58.7476489,-33.4983288,S71575783,Argentina,obs419506,S71575783,6,AR-E,L2762863,Traveling,02-11-08,2008,11,13,180,4,1,1
Turdus amaurochalinus,-58.2243333,-34.8535,S23964050,Argentina,obs559056,S23964050,,AR-B,L2763223,Traveling,10-08-08,2008,8,9,300,5,1,1
Turdus amaurochalinus,-57.8663333,-34.8543333,S12216392,Argentina,obs239338,S12216392,,AR-B,L2763498,Traveling,26-10-08,2008,10,9,300,2,4,1
Turdus amaurochalinus,-57.9313024,-34.9054254,S15249206,Argentina,obs239338,S15249206,1,AR-B,L2763601,Traveling,25-05-08,2008,5,9,210,2,10,1
Turdus amaurochalinus,-59.0869658,-34.2906583,S44966362,Argentina,obs529484,S44966362,1,AR-B,L3026101,Stationary,16-11-08,2008,11,8.833333333,30,0,1,1
Turdus amaurochalinus,-59.0769652,-34.2923159,S23534492,Argentina,obs529484,S23534492,1,AR-B,L3026160,Traveling,08-12-08,2008,12,10,120,3,3,1
Turdus amaurochalinus,-47.8837824,-15.7455017,S24154149,Brazil,obs335836,S24154149,1,BR-DF,L3113928,Traveling,18-05-08,2008,5,6.5,240,1,2,1
Turdus amaurochalinus,-57.3817635,-35.1318426,S21699572,Argentina,obs559056,S21699572,,AR-B,L3342150,Traveling,20-04-08,2008,4,13,240,3,1,1
Turdus amaurochalinus,-47.88378,-15.7455,S24155413,Brazil,obs335836,S24155413,1,BR-DF,L3535935,Traveling,14-09-08,2008,9,7.5,210,1,4,1
Turdus amaurochalinus,-58.0837727,-34.8100684,S22973593,Argentina,obs559056,S22973593,,AR-B,L3576282,Traveling,22-10-08,2008,10,8,300,5,1,1
Turdus amaurochalinus,-58.8761187,-27.4252337,S66160825,Argentina,obs500739,S66160825,,AR-H,L3596256,Traveling,22-06-08,2008,6,8.5,240,3,5,1
Turdus amaurochalinus,-58.541591,-34.306755,S23775785,Argentina,obs495957,S23775785,,AR-B,L3696318,Traveling,14-12-08,2008,12,9,120,2,7,1
Turdus amaurochalinus,-49.6777296,-26.7136054,S35021715,Brazil,obs360030,S35021715,,BR-SC,L3915271,Traveling,17-01-08,2008,1,6.5,10,4.828,2,1
Turdus amaurochalinus,-57.5678444,-25.2445407,S3749223,Paraguay,obs41831,S3749223,10,PY-ASU,L473699,Traveling,24-03-08,2008,3,7.25,90,3.219,2,1
Turdus amaurochalinus,-58.8817833,-34.19895,S33239184,Argentina,obs240226,S33239184,,AR-B,L495992,Traveling,05-10-08,2008,10,17,120,1.609,3,1
Turdus amaurochalinus,-57.3184204,-25.3340967,S3747898,Paraguay,obs41831,S3747898,1,PY-11,L511350,Stationary,15-03-08,2008,3,17,90,0,1,1
Turdus amaurochalinus,-58.4952167,-34.4699,S4182383,Argentina,obs89349,S4182383,2,AR-B,L600915,Traveling,27-09-08,2008,9,1.5,90,0.805,5,1
Turdus amaurochalinus,-58.3204833,-31.8165333,S4182147,Argentina,obs89349,S4182147,2,AR-E,L600917,Stationary,21-09-08,2008,9,7,30,0,1,1
Turdus amaurochalinus,-61.0839844,-14.8810872,S42302718,Bolivia,obs286988,S42302718,25,BO-S,L604107,Traveling,24-07-08,2008,7,11,180,5,5,1
Turdus amaurochalinus,-42.6421452,-22.4445094,S4257845,Brazil,obs16810,S4257845,1,BR-RJ,L612261,Traveling,01-11-08,2008,11,14,210,0.966,10,1
Turdus amaurochalinus,-57.9613423,-34.9280868,S38834895,Argentina,obs239338,S38834895,3,AR-B,L6216331,Stationary,25-11-08,2008,11,7.75,75,0,2,1
Turdus amaurochalinus,-57.9807065,-34.9218429,S38834650,Argentina,obs239338,S38834650,1,AR-B,L6216302,Stationary,29-07-08,2008,7,9.166666667,125,0,2,1
Turdus amaurochalinus,-57.9537236,-34.9432607,S38835072,Argentina,obs239338,S38835072,6,AR-B,L6216386,Stationary,24-10-08,2008,10,8,75,0,2,1
Turdus amaurochalinus,-57.9672926,-34.934634,S38836983,Argentina,obs239338,S38836983,11,AR-B,L6216712,Stationary,05-11-08,2008,11,8,150,0,3,1
Turdus amaurochalinus,-57.9409075,-34.9315239,S38839833,Argentina,obs239338,S38839833,6,AR-B,L6216874,Stationary,24-10-08,2008,10,10,120,0,2,1
Turdus amaurochalinus,-63.1726527,-17.7931765,S42335366,Bolivia,obs286988,S42335366,4,BO-S,L6794116,Traveling,03-08-08,2008,8,13.25,120,3,2,1
Turdus amaurochalinus,-57.383133,-35.7521,S50604383,Argentina,obs977578,S50604383,1,AR-B,L8032678,Traveling,04-05-08,2008,5,15.4,140,4,2,1
Turdus amaurochalinus,-63.1605721,-17.9483605,S75016210,Bolivia,obs160876,S75016210,1,BO-S,L816130,Traveling,25-02-08,2008,2,17.5,60,1.609,1,1
Turdus amaurochalinus,-63.0697632,-17.7664245,S8778312,Bolivia,obs112083,S8778312,3,BO-S,L831297,Traveling,22-08-08,2008,8,12,240,3.219,4,1
Turdus amaurochalinus,-57.3927766,-35.1371334,S6079554,Argentina,obs162639,S6079554,3,AR-B,L834289,Traveling,30-10-08,2008,10,6.583333333,54,0.998,1,1
Turdus amaurochalinus,-63.0686581,-17.7735355,S5942378,Bolivia,obs162639,S5942378,1,BO-S,L834348,Traveling,02-10-08,2008,10,8.65,32,0.998,1,1
Turdus amaurochalinus,-63.1654429,-17.9122251,S5942657,Bolivia,obs162639,S5942657,3,BO-S,L834349,Traveling,08-12-08,2008,12,6.283333333,54,0.998,1,1
Turdus amaurochalinus,-47.9783249,-15.6806921,S24155171,Brazil,obs335836,S24155171,1,BR-DF,L865779,Traveling,23-08-08,2008,8,8,180,1.5,3,1
Turdus amaurochalinus,-48.2984991,-24.3122471,S31284057,Brazil,obs156650,S31284057,2,BR-SP,L972187,Traveling,28-11-08,2008,11,6.25,45,0.5,3,1
Turdus amaurochalinus,-63.8604934,-18.1789221,S42314761,Bolivia,obs286988,S42314761,,BO-S,L999571,Traveling,27-07-08,2008,7,6.25,135,2,6,1
Turdus amaurochalinus,-56.5709209,-21.2551017,S61497730,Brazil,obs692284,S61497730,,BR-MS,L10161040,Traveling,31-03-09,2009,3,7,240,2,1,1
Turdus amaurochalinus,-60.6737405,-31.6372972,S33240208,Argentina,obs240226,S33240208,,AR-S,L1059280,Traveling,02-12-09,2009,12,16.25,170,0.483,1,1
Turdus amaurochalinus,-46.9666573,-23.2149094,S69796863,Brazil,obs1312265,S69796863,2,BR-SP,L11576019,Traveling,04-11-09,2009,11,7,120,4,1,1
Turdus amaurochalinus,-58.9003398,-34.2258079,S38069507,Argentina,obs919707,S38069507,,AR-B,L11712713,Traveling,27-10-09,2009,10,12,40,2,2,1
Turdus amaurochalinus,-44.61118,-22.3365385,S76524550,Brazil,obs511116,S76524550,1,BR-RJ,L12775871,Stationary,10-09-09,2009,9,16.41666667,70,0,1,1
Turdus amaurochalinus,-63.1938092,-17.8311014,S9224849,Bolivia,obs92825,S9224849,,BO-S,L1326118,Traveling,09-07-09,2009,7,10,60,1.609,1,1
Turdus amaurochalinus,-69.308274,-32.951301,S89020620,Argentina,obs532659,S89020620,2,AR-M,L15112778,Traveling,12-10-09,2009,10,8,240,5,2,1
Turdus amaurochalinus,-46.6591035,-23.5861978,S76517683,Brazil,obs511116,S76517683,1,BR-SP,L1800556,Stationary,02-08-09,2009,8,8.5,140,0,1,1
Turdus amaurochalinus,-58.06283,-34.8588553,S21418865,Argentina,obs559056,S21418865,,AR-B,L19465233,Traveling,23-08-09,2009,8,8,300,5,1,1
Turdus amaurochalinus,-57.9666674,-34.9325091,S23204064,Argentina,obs559056,S23204064,,AR-B,L19506383,Traveling,05-06-09,2009,6,9.5,90,1,1,1
Turdus amaurochalinus,-46.623371,-23.6387607,S62162363,Brazil,obs511116,S62162363,2,BR-SP,L2015671,Stationary,05-09-09,2009,9,10,195,0,1,1
Turdus amaurochalinus,-44.6150789,-22.4319829,S76567660,Brazil,obs511116,S76567660,1,BR-RJ,L2421964,Stationary,12-09-09,2009,9,13.08333333,240,0,1,1
Turdus amaurochalinus,-65.5055416,-24.7325854,S16129144,Argentina,obs323507,S16129144,,AR-A,L2491898,Traveling,15-06-09,2009,6,7.5,210,3.219,2,1
Turdus amaurochalinus,-60.3272377,-31.7233277,S33240209,Argentina,obs240226,S33240209,,AR-E,L2633542,Traveling,02-12-09,2009,12,7.5,300,1.609,1,1
Turdus amaurochalinus,-60.0042343,-26.2607834,S47493114,Argentina,obs496887,S47493114,,AR-H,L2761744,Traveling,30-12-09,2009,12,9.5,180,4,3,1
Turdus amaurochalinus,-65.7,-26.85,S10705467,Argentina,obs228451,S10705467,2,AR-T,L2763434,Traveling,04-06-09,2009,6,14,300,1.609,2,1
Turdus amaurochalinus,-58.107183,-34.8320701,S67071857,Argentina,obs239338,S67071857,,AR-B,L2763504,Stationary,06-12-09,2009,12,8,240,0,4,1
Turdus amaurochalinus,-64.33097,-31.3228038,S18411842,Argentina,obs429240,S18411842,1,AR-X,L2855082,Traveling,28-07-09,2009,7,11.33333333,60,1,1,1
Turdus amaurochalinus,-65.7801676,-18.0815691,S18802250,Bolivia,obs428578,S18802250,,BO-P,L2922955,Traveling,22-11-09,2009,11,8,180,2,1,1
Turdus amaurochalinus,-60.588398,-24.7041082,S49258703,Argentina,obs496887,S49258703,,AR-P,L3064193,Traveling,26-12-09,2009,12,7,180,4,3,1
Turdus amaurochalinus,-64.04986,-33.18829,S43019108,Argentina,obs428785,S43019108,2,AR-X,L3066748,Traveling,13-03-09,2009,3,10,240,3,1,1
Turdus amaurochalinus,-56.4459327,-21.1715363,S61523591,Brazil,obs692284,S61523591,,BR-MS,L3083875,Traveling,11-09-09,2009,9,6,300,2,2,1
Turdus amaurochalinus,-58.4255934,-35.0157102,S22160633,Argentina,obs559056,S22160633,,AR-B,L3119790,Traveling,08-04-09,2009,4,9,180,2,1,1
Turdus amaurochalinus,-57.95434,-34.8476915,S22289973,Argentina,obs559056,S22289973,,AR-B,L3479677,Traveling,03-01-09,2009,1,8,300,3,1,1
